Name,Halo-vs-DMSO.Rosa26.Log2FC,DMSO.ATF4-vs-Rosa26.Log2FC,DMSO.CEBPG-vs-Rosa26.Log2FC,Halo.ATF4-vs-Rosa26.Log2FC,Halo.CEBPG-vs-Rosa26.Log2FC,Halo-vs-DMSO.Rosa26.AdjPval,DMSO.ATF4-vs-Rosa26.AdjPval,DMSO.CEBPG-vs-Rosa26.AdjPval,Halo.ATF4-vs-Rosa26.AdjPval,Halo.CEBPG-vs-Rosa26.AdjPval,DMSO.Rosa26.meanNormCounts,Halo.Rosa26.meanNormCounts,DMSO.ATF4.meanNormCounts,Halo.ATF4.meanNormCounts,DMSO.CEBPG.meanNormCounts,Halo.CEBPG.meanNormCounts
Tcf19,-1.17894526613097,-0.46696920548818,-0.171748385686977,-1.20766187095721,-0.825681015765775,4.30582593466565e-9,8.3897561124889e-4,0.241431520139617,5.3400219522386e-8,1.19631124664854e-5,6.403867764204973,5.271595445027283,6.035044570800763,4.130563038172767,6.291886374152523,4.54365498243704
Enthd1,-1.15661372754334,-0.521042617696931,-0.223776219684945,-0.114298760249296,-0.24068876377339,0.019676476573544,0.325126706229452,0.737733568800862,0.876745406527776,0.734337493670759,1.0105345157858867,-0.0693033496516617,0.5611625009297756,-0.03574313732508257,0.819438022295305,-0.157005124673334
Fam241a,1.34196055783657,0.232180657736067,-0.0710046357283575,0.769300556969452,0.33918802838562,4.26950089247647e-8,0.187148964632737,0.760297516447106,5.75376371406986e-5,0.0491959629775836,4.860199976275943,6.237059301120864,5.1836121592759135,7.0707323851398,4.84758040692631,6.67337072109401
Hyls1,-1.12648667955022,-0.478076008841611,-0.228406394236619,-0.241870027056003,-0.12514585377108,6.89732286276333e-6,0.024359411665734,0.347403983889872,0.30842997698583,0.64178434549916,4.044748096880377,2.9807097008881365,3.6638932255822567,2.7708897309034235,3.8667107973532464,2.93253523003609
P2ry10,1.43195442611225,0.244020604157997,0.0563990093269483,0.400009391130865,-0.0383870588882852,9.66677774267273e-8,0.210529173032471,0.830016912808506,0.0330137323117271,0.873834992004352,6.4740504630098865,7.953698881303197,6.818516804228937,8.388706152896386,6.59028481837376,8.008498794154127
Amigo1,1.6273553481162,1.02185438109719,0.881426597979393,0.286702408974217,0.235137060091263,1.4328796690619e-4,0.0177732778094787,0.0915747140096326,0.467111084392918,0.581508862258666,0.618671705657938,2.30184227510019,1.75499782382067,2.6466163516373133,1.5371284623141632,2.6044063256428567
Zfp169,1.00594770881031,0.373775878842481,0.353198034829326,0.386608195501074,0.335944018503209,1.60669580409032e-6,0.0358866447685428,0.102432853344627,0.0155398157939772,0.0474388198848425,3.241068314360023,4.2777662694878735,3.7105976453207368,4.737106743382626,3.6496101297342602,4.708135369805577
Insl6,1.22711932627162,0.410367025460821,-0.06713075275299,0.26478266014447,0.19789722024421,7.11313185039894e-6,0.0941582049983524,0.844433545245728,0.232448520500192,0.418062657720545,2.1689440358227867,3.41752857126128,2.6560183035454865,3.749672541072983,2.15343170897744,3.69608231885232
Garin5a,1.05880992500407,1.04481064425914,0.647436047882628,0.128784160871133,-0.130054203743702,0.00178266185353041,0.00517685570903489,0.135791840762789,0.742674067847181,0.747952744393722,0.429409910728048,1.5227612708465101,1.5511324437135665,1.70455629490246,1.1412162055659734,1.4806481301844334
Ercc6l,-1.30362132326787,-0.675673127648909,-0.304386958226173,-1.06497960220424,-0.748688398800709,2.02426752270034e-8,2.1031448221102e-4,0.101262760702979,4.14175380545982e-6,3.3978275580845e-4,5.541443748003857,4.288677999401203,4.959205801931507,3.27742230064158,5.295269113287547,3.638323546175
Gen1,-1.03951900011395,-0.544947776398547,-0.226148600315599,-0.607630046615538,-0.350359018863813,3.64964268720364e-10,1.23875595837734e-5,0.0532341761370581,3.65296511577163e-6,0.00171605261733803,5.910455173473464,4.9251368951776735,5.46394640246933,4.382627030599247,5.7443974818506,4.66367710332885
Kif18b,-1.85621104985284,-0.454180593562387,-0.259647470785225,-0.662991225537351,-0.294803725758099,3.7620838156278e-13,7.55337414642787e-5,0.0314689071220666,2.70213664378118e-6,0.00905444944510333,6.608521744077267,4.806572495365979,6.252711481128293,4.2118678734979165,6.408266728749586,4.60170145053438
Arhgef39,-1.9055751614791,-0.424453063123484,-0.228848745455914,-0.557983855916191,-0.175544707003251,2.90591128489315e-7,0.101967949307456,0.454212106487533,0.0818373568627431,0.632472106000836,3.8773576359558835,2.05616873858047,3.55533406003027,1.5051189714839026,3.71071130951263,1.9226332844320766
Klhdc1,1.28689132816121,0.504524155360088,0.0554146154937785,0.751605943769386,0.391936692518934,3.98685837222558e-8,0.00519840366827072,0.8124624700106,3.16503095225782e-5,0.015721199077773602,3.38084820169942,4.7110899617645865,3.9778712200364135,5.519213351245053,3.50107819452286,5.192816836725963
Sec31b,1.86717508842565,1.00822768845783,0.692091101936405,0.345686004001847,0.421853376757541,5.68541806314398e-6,0.00836299397443772,0.127491839597903,0.275777586567321,0.202770501679045,0.9740616432882766,2.820985819705897,2.0340201533367934,3.2214777590797468,1.70479028947912,3.31587204656458
Acvr2a,1.94572279049113,1.02528101346429,0.50186750297843,0.672816137823772,0.62480000259662,8.20884850716956e-7,0.00357552265539313,0.217344756122468,0.0130017959104105,0.0297194107401678,0.6510981939424376,2.591946541987857,1.74346673516135,3.30675154594858,1.183971799111368,3.28682581273603
Sp140l2,1.75396034558205,0.863754553576257,-0.085289120259272,-0.0286142662994467,-0.606688222479424,2.7692348622953e-4,0.0782153997737964,0.908278118027978,0.960501767486485,0.19649176841042101,-0.3704352456956761,1.3013528773763867,0.502086121733207,1.2985642674976994,-0.36488333731480466,0.7554278734972704
H1f3,-1.26184878865662,0.0615889000795034,0.0275549458928122,0.0972580402054958,0.672637735590497,0.00227985415722316,0.894974873693344,0.963954322442727,0.86735066590252,0.154210131774432,2.7797986940543566,1.6203295241832567,2.966993038643883,1.77606431905058,2.886188722737473,2.22133970672169
Plekhg3,-1.42163088490395,-0.363608126896819,-0.172808543882793,-0.389984991761526,-0.0115987201059682,8.94558988271959e-11,0.00241971393958654,0.186854849803645,0.00304807917851888,0.946167255760443,4.633922187137983,3.2698529207523266,4.365751362861246,2.95250572446036,4.519940179424086,3.3502206594713666
Klrc2,1.46017242073771,0.195767857462315,0.438966029269814,0.837934312206108,1.10027158698001,0.00125938935250524,0.72277465025444,0.456666862667987,0.0382009066522312,0.0118982465306129,-0.4578662377148953,0.8805718422052583,-0.20030504360991566,1.7637083980517634,-0.09042770098531533,2.03250372327021
Oas1a,-1.27738724944465,-0.191126303311797,-0.0162399879843448,-0.415121366548136,-0.589422636623341,0.0484035886612871,0.797056121761588,0.986063606509616,0.655655318278142,0.534473176673887,0.3340550075988837,-0.721818432634098,0.29792053623407466,-0.9853333851050247,0.4367228409780107,-1.342169122951256
Grk4,1.09434482184427,0.587631656752084,0.362730000676408,0.853052023484983,0.612498586459516,3.10172688041168e-5,0.0191332291988755,0.221588781361871,3.6465096181663e-4,0.00996819467484715,1.5351679314105866,2.6487174390701966,2.2146012365703367,3.5705063901536502,1.9560322961455365,3.354469993207683
Gpr141,1.52262607345587,-0.228202965568828,0.83502691362015,-1.16080662149402,-1.40462153236512,0.00743317734431926,0.763469552627184,0.266575415399138,0.0493461985316122,0.0308085377746963,-1.0093834897065037,0.29362040338364165,-1.083682068495913,-0.592836835696066,-0.29666024719355766,-0.7744389541227781
Socs3,1.19193138879573,0.207971267467373,0.144893416751208,0.33246111397976,0.119689968238011,6.326244269727061e-9,0.120101568371689,0.358636554253495,0.00971426834438186,0.39895561482246,5.578758288276417,6.81514219871629,5.880317744028363,7.20489509155998,5.780566750893146,7.024677421530783
Rnf26,-1.07949387995751,-0.600989595739991,-0.130263082561624,-0.77850734341963,-0.374689481809512,3.00071023566603e-6,0.00313214337841665,0.560453947922756,7.0329185466705e-4,0.0890334749572976,3.96549016787384,2.9466836648085466,3.4617752083982802,2.2445179779793434,3.89662338329337,2.668905678021863
Fes,1.56347598712998,0.836899231142572,0.554535694947376,-0.0344917652603596,0.141039047786314,6.483591268235541e-9,1.2257696131403e-4,0.0215838241785496,0.864703831465769,0.424526641275719,2.16578334917673,3.7549899379012035,3.0676768758709434,3.7841840018610466,2.76521781198988,3.9831566904862235
Bcl3,1.57212010547865,0.283251888045043,0.119350462694812,0.280083819435875,0.166088732711142,3.7006125272555694e-12,0.00957670119883756,0.337853252589475,0.00407091623683836,0.10047083898056999,4.544320867322471,6.168269622534517,4.927443186862667,6.511270691335514,4.726361079830936,6.4204340106805065
Mterf1b,1.0155613063038,0.118362100390061,0.363489834738521,0.188339007524796,-0.0740838924457787,3.8118765998139e-4,0.710760219717719,0.288701109908212,0.516273910235597,0.826199223349486,1.41069988788734,2.4234431200012234,1.6104973185121467,2.6758043878596665,1.8119451442623666,2.45729909654419
Gas5,1.46655565601815,1.10084159723624,0.367476927044747,0.557045000767666,0.452769981950034,2.10501078258585e-5,0.00125727644252733,0.306247325972569,0.0621997675666311,0.158450190507516,7.675223557976704,9.185221333396683,8.864572584500719,9.70761612543195,8.09447629289214,9.726366330553827
4930563E22Rik,2.86445447311412,2.90451304689108,2.69296793640418,0.744220400433371,-0.103348979829048,0.0115321552462607,0.0207054291174235,0.0835252374333727,0.406629978850903,0.933413084362584,-2.5499717717135435,-0.7830970573347613,-0.8157805823601734,-0.3951629051975413,-0.9124016540007294,-0.822529630184284
Dennd4a,1.53456101006742,0.584929951069999,0.290286156422634,0.535336698885899,0.369200793738828,5.57692911404925e-10,3.7351899562736e-4,0.0952196893650013,4.3309424537521e-4,0.0135920156112764,7.275164396354337,8.85370222644705,7.95443196849095,9.44525238444283,7.623276359322853,9.314126495879313
Grwd1,-1.22557216734809,-0.49623735464935,-0.295620107839234,-0.573934345945015,-0.377052754111817,3.05634244540003e-9,5.6720682030126e-4,0.0623926985709155,1.8336421304752e-4,0.0100633590451074,6.3528260264379,5.17754665123676,5.950494590896107,4.663425368735023,6.116085988905733,4.890755205988423
