Name,NoGlucose.TotalRNA.Log2FC,NoGlucose.TotalRNA.AdjPval,NoGlucose.PolyRNA.Log2FC,NoGlucose.PolyRNA.AdjPval,NoGlucose.TotalRNA.meanNormCounts,NoGlucose.PolyRNA.meanNormCounts,NoGlutamine.TotalRNA.Log2FC,NoGlutamine.TotalRNA.AdjPval,NoGlutamine.PolyRNA.Log2FC,NoGlutamine.PolyRNA.AdjPval,NoGlutamine.TotalRNA.meanNormCounts,NoGlutamine.PolyRNA.meanNormCounts,NoBCAA.TotalRNA.Log2FC,NoBCAA.TotalRNA.AdjPval,NoBCAA.PolyRNA.Log2FC,NoBCAA.PolyRNA.AdjPval,NoBCAA.TotalRNA.meanNormCounts,NoBCAA.PolyRNA.meanNormCounts,NoArginine.TotalRNA.Log2FC,NoArginine.TotalRNA.AdjPval,NoArginine.PolyRNA.Log2FC,NoArginine.PolyRNA.AdjPval,NoArginine.TotalRNA.meanNormCounts,NoArginine.PolyRNA.meanNormCounts,NoMethionine.TotalRNA.Log2FC,NoMethionine.TotalRNA.AdjPval,NoMethionine.PolyRNA.Log2FC,NoMethionine.PolyRNA.AdjPval,NoMethionine.TotalRNA.meanNormCounts,NoMethionine.PolyRNA.meanNormCounts,Control.TotalRNA.meanNormCounts,Control.PolyRNA.meanNormCounts
Aldh1l2,0.640291886184626,8.22315144773268e-5,1.09951175323869,9.69114678712137e-8,4.260320326242973,4.806149465620523,0.737966104912605,1.24879962814216e-5,1.34181552234216,3.4046952063537403e-9,4.38875798530848,4.956865998391127,0.772049570642039,1.06334352425494e-5,1.27815769597237,1.51133397270203e-8,4.399193252587617,4.88333286088601,-0.020907197517927,0.93882130279358,0.611788124818647,3.8195273730874e-4,3.6010745355087233,4.25647811247546,0.47650895324186,0.0018597762460649,1.27511830967284,5.713351241321561e-9,4.15734010391579,4.881423794573953,3.664077510941153,3.6897976993306036
Sptbn1,0.479488326679314,0.00152136131108183,1.02127983059948,7.35104339780092e-10,5.040853383107967,5.7629517969597766,-0.130919800503524,0.399672088566084,0.0623331707688797,0.491370253395541,4.44325691787271,4.713377450212366,-0.265604697589547,0.0856575922642338,0.0177815286941745,0.862123955821785,4.30645204135188,4.655935640119437,-0.0145001670855834,0.959009134013628,0.119425855912974,0.222121447156267,4.56424269873729,4.806124178721033,-0.162192467709779,0.295387763670968,0.215033316557422,0.015595620793186,4.45942104437339,4.852224852084706,4.605020573473476,4.72319627558576
Hmmr,0.597254148917704,0.00241334967039891,1.43268813520147,5.79385510271193e-8,6.183173484215087,6.61441591944687,0.105194072129512,0.619552524636636,0.781019452384132,7.86383319070087e-5,5.713521644129077,5.87150405112838,0.270337643194896,0.183770956078261,1.02115412262207,5.502736358178e-6,5.866675200392173,6.100367013315683,-0.0523641044877789,0.871445310365241,0.490234601472717,0.0107627973033969,5.53770744041038,5.622656271776243,0.176137823977176,0.387642569636911,1.23564367124549,2.02187884352797e-7,5.828029786493216,6.318757801497987,5.600319451682063,5.14791385273874
Rad50,0.522163160517671,1.8571374106282e-4,1.44827612393479,8.876654739413719e-11,6.20378164846642,6.707358951016907,0.15149347695888,0.24361902504719,1.13221423916859,1.1038587241081202e-9,5.864139078017914,6.303364712693496,0.278392601088542,0.0346078785890797,1.28652898448017,3.81411468758644e-10,5.968429167902973,6.44010212885581,0.0145188708317516,0.950616133687792,0.612309847657444,3.55230494699686e-5,5.704900500054457,5.810555348221904,0.462103560160685,7.0439162718639e-4,1.59522799241068,9.2390938979536e-12,6.20367544709775,6.751035721629414,5.721658600000263,5.24194113010534
Slu7,0.743878754879055,3.84266861932793e-7,1.34838224476079,4.4282913449149303e-10,6.43559942814094,7.189434790504823,0.864796733621018,2.78306283865985e-8,1.51699944254657,3.59108167441686e-11,6.586984526501396,7.27352743895658,0.910675088766024,2.19058296701354e-8,1.60801594472253,3.41953735905601e-11,6.61079230133105,7.34830387915294,0.198851286753104,0.15241033550452,0.651903837528929,3.16318261496749e-5,5.899235467200927,6.44136798290981,0.481550982909459,9.86727083790902e-5,1.3957598088729,1.1212875969889001e-10,6.2454109570428935,7.137300322836297,5.730645362386474,5.82222745893803
Ggnbp2,0.805667035600098,2.08537482653658e-8,1.19269670668111,7.53015422094319e-11,7.4446300109473,7.987700121876281,1.12765639267079,5.85788209550133e-11,1.7217671530608,1.79813281855468e-13,7.7969779375299835,8.427568330803473,0.948668793504028,1.6294637336030202e-9,1.4762187708747,3.14910595198995e-12,7.595246848147976,8.166669140261078,0.354125216901277,0.00358796910283627,0.638514623886091,2.80788581248073e-6,7.004468818492483,7.379781437560953,0.676150130592171,2.36666618702069e-7,1.38769192576913,3.58525889246781e-12,7.384199308583093,8.078186249789647,6.67963100507002,6.774708473663257
Nbas,0.204245811019069,0.0430576143342883,1.08255070113035,5.04815908702684e-8,5.985617718241033,6.200193020295263,0.0469924513614524,0.685651713369452,0.512889972952889,3.3238458708633e-4,5.859358162657704,5.536600659831047,-0.0184619913545597,0.899113713859813,0.373693191219234,0.00648246678567873,5.773706291542323,5.384470779385826,-0.0295620330626712,0.863888612485394,0.387838898920735,0.00778150616898301,5.76704428772848,5.436455281081747,0.0945375061142891,0.386542639310543,0.635313413318591,2.69800263940124e-5,5.94102985663762,5.647818396904777,5.8222498089762595,5.093544800397416
Trib2,0.930756170549253,5.53602363477058e-8,1.25710925828056,3.2538151022977604e-9,5.89587435597855,6.489545045664617,1.33498857670614,1.16460426889865e-10,1.64767448180389,3.72350614098482e-11,6.328960322757497,6.7851959702941365,1.05341440193789,8.499949199207e-9,1.24173054027124,4.48663630684927e-9,6.0307207222954595,6.371094363168264,0.114682545153771,0.495305484074339,0.272577407784836,0.0410656198458608,5.093252685908044,5.4523147383906965,0.487511527990821,2.2760677836034e-4,0.706327286257896,3.59666728939112e-6,5.523402465122727,5.835531416114874,5.009019350653267,5.2099657081440505
Pomc,0.914076392668076,0.0290105526094847,1.56051630676158,0.0180618309797441,0.28158670300913397,-1.281989403640515,0.56881399530194,0.202989391017952,1.026976115008,0.123037169246854,0.008765412908529528,-1.8373416455842633,0.503518851164307,0.291285554341804,0.706516917394633,0.341932876920749,-0.08602906478037381,-2.18749658491084,0.259554227985462,0.717610655487684,0.284075757550956,0.760010221158152,-0.3001970773861977,-2.376030298739013,1.56026406541879,3.6434890782622e-4,1.36072124094099,0.0355213939048224,0.9218089392010077,-1.52660924908451,-0.5669307129072884,-2.6036580717225735
Ddx42,0.492976795524015,0.00133469638778631,1.20833968943135,1.06819793113898e-8,6.9254448932619335,7.800698298919263,0.379519956619946,0.0101581142865529,1.18255776066116,8.59675866208831e-9,6.84038035062408,7.69164653882583,0.27040907464327,0.0769154595877832,0.940291503989795,3.80654120025727e-7,6.7112766417248135,7.43493691366552,-0.138080670272678,0.50251456248829,0.292773484479875,0.0362735874775628,6.29803603479214,6.83677798117691,-2.3967609669882e-4,0.998692383700924,0.951629521884294,1.28033774781433e-7,6.494821376979437,7.445836964194814,6.46672359743167,6.57357694491181
Tcam1,0.303594853948286,0.619234551403504,1.35203689837716,2.501989387571e-4,-0.700059862078302,0.1431598710280853,0.651430162138069,0.243282257963042,1.41634974810814,9.98201609404654e-5,-0.3127403330004627,0.07832966979273098,0.246944783546936,0.72787132246144,0.830832221165292,0.0191939035496924,-0.7295208688788277,-0.4678184793681863,-0.0061475963657784,0.995605341403192,1.22020076865108,0.00139200990928313,-0.8887028921366744,-0.050806216812724396,0.308531395155746,0.629650091446012,1.19611287638511,6.7341589371724e-4,-0.8174885236736853,-0.10568556191727173,-0.875684350250861,-1.1446524458996568
Ankfy1,0.188011520744638,0.121759701336678,1.04541877312934,3.58257052858696e-7,6.6644061291792065,7.203843575539157,0.454787194072477,5.2376845813697e-4,1.27399831290125,1.61376148101653e-8,6.960881238850177,7.34380424094022,0.208694351823822,0.105670377191789,1.02311881988657,5.9455990918265e-7,6.69283346568939,7.0778764428530465,-0.0082013859172067,0.972310201104596,0.655276354019222,3.015497450031e-4,6.480079007527044,6.75101113795602,0.200238966944023,0.108222998799337,1.44528140199135,2.21492827004306e-9,6.73384532783525,7.5040790576339536,6.51597167343781,6.1420702297003364
Snhg16,0.898338777032996,2.00932301403022e-7,1.19650519403882,3.26736266957199e-8,5.410852281203954,4.22075506388539,1.36726179711831,1.84118950797894e-10,1.92692743372851,2.01335105386549e-11,5.90920243457218,4.86090881138763,0.839657001959716,5.95097605790415e-7,1.25411816322553,2.20650745113848e-8,5.3601961511495295,4.17229117757755,0.300675399742461,0.0585817662395135,0.131823968848316,0.41327622592647,4.83111617749116,3.0908811771311635,0.622223833240514,2.76497875884489e-5,0.829680309162993,2.59683614663193e-6,5.2006464022477505,3.7499680724391466,4.554214292725606,3.0055843823724033
Nos2,0.471823254260548,0.425513621289732,1.22026264688381,0.00396835764274489,-0.44210034472093535,-0.7916251109337147,-0.919882785556623,0.188347981480058,0.0320751984538237,0.963819133498168,-1.5363977375343434,-1.90085285155904,-0.405709867252333,0.591262877465457,0.948398337504837,0.0259228594898454,-1.3197916815687676,-1.1374688714674057,0.0199295577671045,0.986127198780859,0.973674723160897,0.0269925689092514,-0.7894450313914241,-1.0753515006900374,0.374871531196111,0.561765901018274,0.771822548059726,0.0596894689973183,-0.4470800860842617,-1.2948801516327366,-0.8891020529587506,-1.8820076184079333
Prpf8,0.677472988310104,1.41770586204149e-5,1.72678695424785,8.30935910702848e-10,8.674544713910578,8.766625341941417,0.599477760207018,5.2283279342466e-5,1.60602252327605,1.05106230317426e-9,8.628245653704676,8.557967146878973,0.465766184276302,0.00110698334769071,1.18652637422908,1.34047166605053e-7,8.474233079644273,8.123937635466103,0.219408096549464,0.189944749944999,0.643706351712251,4.7297354552005e-4,8.231729537797207,7.62082398069863,0.596196574613059,6.96279888411891e-5,1.7052466183178,4.08674523691001e-10,8.64950055773491,8.64403988796108,8.032891663305307,7.02003370687953
Hoxb9,0.16002162901989,0.864558021206557,1.82644262525681,1.325841020917e-4,-1.6589259934329605,-0.4996380213333897,2.434562882979,2.2809925419404e-4,2.57255299459825,5.6530702206907e-7,0.3597364016837997,0.11314063478470068,1.77480661223601,0.00868230065789124,2.82598078594676,2.43127040404569e-7,-0.1701939811878745,0.370834137179692,0.479790469900727,0.684446273577315,0.938137275817893,0.0539810489665246,-1.2587404881959616,-1.3875335306963,1.45366901883211,0.033279929440333,1.45541550764676,0.00131891018615248,-0.46006345470905374,-0.9301656795332467,-1.7686384435571534,-2.1336605032907765
Nr1d1,-0.641913442759662,0.0683923349839857,-1.3687363812155,1.01076920418289e-5,-0.01273712963624834,0.5731400341365047,-1.23156697466686,0.00197377707263191,-2.28464468351342,2.3207173725821e-8,-0.508705584445352,-0.375832997963945,-0.800705002136529,0.0324926099206938,-1.49889965369394,4.67575388605177e-6,-0.16180214045540817,0.3227776563653279,0.52946685064699,0.19906277410175,-0.70502541035661,0.00627406740125378,1.1009412888273205,1.1653457308757917,-0.119907078259122,0.763590495826413,-0.945138790566216,2.6912761176447e-4,0.49385224003053396,0.879849131802852,0.6108852601648473,1.8710936187690632
Pik3r5,-0.733539170628073,8.37525027396586e-7,-1.09391203822031,3.65570054851621e-10,5.1620898640168695,5.443156493717994,-0.645661340161341,3.33192316140508e-6,-0.896413462212676,2.53664178087371e-9,5.2774972190811,5.548633183167233,-0.432601133795473,5.1035510432528e-4,-0.570931884488672,2.17410362006429e-6,5.472047841085907,5.855848684573924,-0.203457089235649,0.152141639726556,-0.177520564094157,0.0657203277192285,5.705329910122177,6.301118310156424,-0.200965075194443,0.0753601053225882,-0.231603491309414,0.00947406332340469,5.760439747783264,6.197560532603234,5.9340543269291235,6.512088552457796
Top2a,0.450531454788185,3.9528562640702e-4,1.36972342238391,2.40998419076673e-9,9.367850663128626,9.51598581465095,0.381428969891603,0.0017529532039894,1.51832277932254,3.0379523762031503e-10,9.33006227275255,9.57274400346882,0.161047670686738,0.200362625748903,1.01650672765814,1.48208931675494e-7,9.08535107076893,9.051814559297844,0.0616962753466179,0.737502119142622,0.795026773519639,1.76838227012613e-5,8.987610601629013,8.87781432571756,0.0648952248009042,0.621022247465258,1.25102336005398,3.36051050654825e-9,9.051964302382814,9.29255340778589,8.95211754671827,8.118477380281186
Dcakd,-0.406839322311505,0.0663223671388939,-1.01863113435059,1.6925297319162e-6,2.1126730473458832,2.168398212183033,-0.317038762657457,0.160424070999961,-1.04907801381757,7.44357308635785e-7,2.2506230230302497,2.0475882720835568,-0.464677349124878,0.0466819950958317,-0.796647819670826,3.4527633718031e-5,2.0790481556195637,2.2721408429172234,-0.133405238494122,0.695280773477389,-0.637630771425109,6.4322400555616e-4,2.396464422570473,2.4891840259146334,-0.0394374273351746,0.884335045852197,-0.75151295959128706,3.46554764631281e-5,2.55171620172148,2.32131561573271,2.5720323634842233,3.14999478125418
Pygl,0.461659569800081,1.4263169035131e-4,1.02256318851892,1.77862482315253e-7,4.49654427585024,4.881657131935537,-0.108475972444568,0.353480628385951,0.748246865814975,7.15130110047728e-6,3.9641979183961267,4.513391830261303,-0.0878049642262587,0.492720628755229,0.547820642853432,3.7422992911202e-4,3.9655806753443232,4.30268624709723,-0.178895132215571,0.218787041432998,0.368733901016805,0.0139346718241192,3.8764316824600864,4.15989326684819,-0.0638901333134353,0.608153284411324,0.91044580957802,4.39611769417492e-7,4.049641619981974,4.661249623079334,4.084771532251427,3.8410234827549568
Rps6ka5,-0.126033197642242,0.600316177248938,1.06554631303354,1.41027172815043e-7,2.0396529580879332,2.7707850590425567,0.0213521266090035,0.9380178120377,1.07166341856116,7.66214148605038e-8,2.1792645335740066,2.685812213753023,0.0227086993934458,0.941481205035994,0.664041163678263,7.59845017805244e-5,2.19338078516634,2.2620759294209,0.336041202422768,0.231825301751927,1.02380152767827,2.19612677049079e-6,2.5048676202569866,2.6662502451707266,-0.363990669695629,0.118858112462577,0.484216025820498,0.00117375195728995,1.85956914299339,2.07005443710939,2.1943192134740532,1.6912417286261667
Papln,0.907647163867448,0.0173053176936316,1.52896492022252,7.57328593234666e-6,1.3494402622402266,1.2676837348640166,0.445871175781177,0.279553974529277,1.13296229856606,2.2574158144302e-4,0.9355595492502831,0.7842658914463814,0.327785157758172,0.473743183417912,1.09162024636539,5.2128219510776e-4,0.7518430700827486,0.7097876485432224,0.0500647378931617,0.948419388248737,1.10433732448465,8.3161318668516e-4,0.53649711752929,0.7779904480641217,0.0724032343962978,0.888855676126994,1.75877589053599,5.58210005796943e-7,0.5448800226827282,1.3672329335479212,0.5092752900784894,-0.22776582718632646
Fam161b,1.09801715977697,0.0544931371061872,1.88350255424417,1.0500563648141e-4,-0.24717120286341634,-0.09220430682343202,0.985891992534178,0.0935506992760129,2.02055121526883,2.89374658835276e-5,-0.31515940674028636,0.11399595647170703,1.04189498268334,0.0843018414003896,2.23746473023796,1.23928483297675e-5,-0.454466119228224,0.30668698788463283,0.693754784901717,0.409444793570789,1.35529995344151,0.00577495150292314,-0.6398077023698364,-0.4902419323048453,1.10133658990655,0.0612239344914782,2.37395907768678,2.3533967950711e-6,-0.19163902732347265,0.44571639775229466,-1.1506305565099033,-1.6650814596793966
Prpf4b,0.40683517301445,0.00305703008673208,1.09138041623565,1.73838704037559e-8,6.977203726341917,7.68275018042862,0.327656994727654,0.0142931097803756,1.07104180836879,1.38110202696885e-8,6.92716932828722,7.5755889197569,-0.116007486476816,0.444013314228967,0.442986508050906,9.0574894756025e-4,6.46317838523065,6.932149477099797,-0.326215987042597,0.0506813082347716,-0.0243333355487458,0.880822841965809,6.257896884464907,6.516738741692687,-0.562140642749372,1.8880607250194e-4,0.140156780481256,0.228376719081385,6.079126930063647,6.628844024427393,6.608108147077574,6.57289844100576
Riok1,0.573021511392652,1.71199815578608e-6,1.00158003616477,1.373646288372e-8,7.133352637397543,7.853358746084863,0.59578836890262,7.60593123932606e-7,1.05708915369436,3.752981120567811e-9,7.187198399789733,7.824119213695027,0.381190903037778,2.981033319566e-4,0.775180962041353,5.20434798638749e-7,6.951953738506063,7.526968276978646,-0.0630753035768415,0.654305926192716,0.288908543329379,0.0161344136114483,6.508232806918243,7.088745546605633,0.137411212355414,0.152511936778691,0.729028278395429,4.95721965912451e-7,6.77038584710478,7.481334390866944,6.6011630520429,6.832635609721167
Zfp729a,0.987292338663968,1.44137536234569e-7,1.45382281776932,2.12270659682102e-10,4.87014922884702,5.0831527714799165,1.12351580349851,1.31498738053765e-8,1.96069066718255,1.26201512573927e-12,5.03057529467139,5.496452703158604,0.919839007962415,4.45952154193617e-7,1.46120889345614,1.78510872472361e-10,4.8040817833826,4.980292202903446,0.35604626741499,0.0387962372906478,0.656457065865697,3.97179807966272e-5,4.253959482447093,4.217666717503633,0.963528452495349,2.14763322052441e-7,1.90819976153074,2.21523305504174e-12,4.9165918612257205,5.42949522431151,3.92665850201458,3.6104877653421132
Pcsk1,0.467632717776664,0.120505547270863,1.11795418462234,5.9248149911486e-4,1.0066938195902906,1.0681238022662756,-0.328240800069202,0.343022520547246,0.537400271918436,0.0750711818829142,0.3049726861159589,0.4018940986305584,-0.225735249694595,0.552291267817039,0.546775704438947,0.0826750246983962,0.38665660446767736,0.4081746802925087,-0.0794381100806776,0.888099744606745,0.733137642344479,0.024762569032315,0.5334429718643541,0.5680019760685523,-0.249019732708954,0.48709620065292,1.08551246731158,5.7975412268686e-4,0.37722449979107364,0.9377588975899437,0.5875136001281157,-0.030052400867967663
Tert,0.608049655779272,0.0264261270863298,1.04315037767709,2.52649928929e-4,1.4957787437090166,1.81261452595137,-0.632545513272035,0.0409873203389091,0.109145598874557,0.69375718057185,0.3058797885359429,0.7991491463063907,-0.207712935510756,0.545664190312129,-0.0581170438747864,0.851427656772153,0.7274026435892933,0.5807469101948057,-0.143436776826874,0.765686924206849,0.069405202187692,0.842490516061783,0.7614226566687954,0.7691373239562673,-0.540018718447646,0.0841052121924773,0.396217739360245,0.119726845200087,0.44386115137595233,1.0643598394557783,0.9545576643586503,0.7638896909584774
Gpx8,-0.643800814593261,0.232043280331028,-1.42277565966133,0.00135633199373526,-0.9274391094459387,-1.3762583981667766,-0.372168521289917,0.510951281366692,-0.518626599197381,0.142696072401961,-0.5350717173889307,-0.7198327523970153,0.308575431096629,0.589995788616827,0.25354359984336,0.475291796738952,0.04958220556244573,0.10386512495993568,0.307881982073479,0.681014220425866,0.312518278198713,0.397231524426126,0.05567804640979162,0.20406361530833234,-0.0405879827098707,0.950072930036339,-0.237084611651733,0.497155698820008,-0.22249168116265133,-0.39957106856593466,-0.231804858795612,-0.07790599408483134
Ktn1,0.294224170241448,0.00491457889414342,1.01824437782018,1.80236836166247e-8,6.306176442280703,6.715616134897327,-0.432603832898738,1.5291348072874e-4,0.408403392729765,7.9669473183137e-4,5.608437484271364,6.015293818603217,-0.0439188926504437,0.735641482055736,0.696732919578073,3.32648045198546e-6,5.97738770771754,6.28956031947745,0.0191443626905448,0.917731304468583,0.601032254612942,7.05724356504263e-5,6.0465249509507135,6.2426232550811065,0.0513948744152298,0.659335056581745,1.14270795499195,1.7244681997291902e-9,6.1299998849062165,6.737629131482743,6.052854726339343,5.676588818066837
Ppif,-0.863414072301407,6.767404604498231e-9,-1.02175883372669,2.54778566248744e-9,4.832719337539813,5.2510032084837865,-0.57191360096689,1.33826948690996e-6,-0.899418369389569,7.56004108587885e-9,5.16022365337957,5.283413204313494,-0.669264394895378,2.32327932609073e-7,-0.877079323424048,2.29734445940904e-8,5.039961708299927,5.287248637063647,-0.27731580583574,0.0170471801049028,-0.439768312283255,2.8737779085355e-4,5.43723791113609,5.77696199007751,-0.397791205052735,1.4191636320085e-4,-0.954492764867324,2.6298609699697502e-9,5.374009857477684,5.213458998490097,5.739359985305547,6.250673753208333
Tdrd3,0.621597103690233,2.2350420586224e-4,1.27870523409093,3.53748822726243e-10,4.233715618886807,4.525845885623394,0.127292477047733,0.445055014208767,0.784996866992207,1.75782966783616e-7,3.7709135321129033,3.9458200497345666,0.152380665773707,0.381643051081469,0.815831685790067,2.06335944144161e-7,3.7707232498030234,3.96125690133704,-0.0837579056073897,0.739054679033933,0.289571960415003,0.0150668782931071,3.55179802323058,3.4876178940900964,0.331280160381432,0.0348643333892812,0.963068959816917,7.532501660403261e-9,4.010393955523703,4.10622315475616,3.6479794858980634,3.23260048175176
Pbk,-0.980243329766189,2.57567863863378e-7,-1.01957743104365,6.14961961660354e-8,3.4903312924975434,4.1280914148192265,-0.638350160498876,4.07360946389181e-5,-0.642681040656218,1.35209701115707e-5,3.85437534573102,4.41627251089431,-0.597474411807799,1.2659599276307e-4,-1.0417400920914,5.80031936986005e-8,3.8749267535826633,3.9984580588231,-0.0700705758629348,0.738180482606349,-0.0729199133591539,0.608462462470419,4.40035029652737,5.01903827973619,-0.476358449152207,0.00101507364318248,-1.12316347442365,7.86315044515171e-9,4.0602107503066165,3.915485866645717,4.5089066283073995,5.124508456655983
Pibf1,0.66721523935629,9.46055026522582e-6,1.01863418395101,2.10025592025796e-8,4.417158376219334,4.49887353103764,0.128306517320654,0.33479927765021,0.600746058110791,1.54516708727242e-5,3.9120736322850167,3.9907766077212803,0.215288988352738,0.105212889758486,0.639954515982476,1.22416147375614e-5,3.975956177101643,4.016516199070454,-0.129289097799386,0.472621806832779,0.120476042217993,0.353576624841338,3.62751217805172,3.5503585419190467,0.113136358930495,0.408224549379559,0.833677136163906,1.63653344670137e-7,3.9286229696962462,4.209214809613487,3.7948297072450634,3.462102983424087
Zscan26,0.640029161778252,1.04287157563018e-6,1.21523808635148,4.6403486372889393e-11,5.516390894032663,6.06562037596055,0.506091198622519,1.76940778235208e-5,1.10236199409023,6.880769207484929e-11,5.414007914706914,5.8607122392451165,0.519440391323331,2.00195025921401e-5,1.14443583940615,8.803326845663479e-11,5.405715277436147,5.88664767197644,0.0372285671508357,0.826988264722335,0.537716459280085,1.53000905503562e-5,4.926136961000343,5.329092750880497,0.683432500308603,4.4287306298874e-7,1.44878555834079,1.8271522079673697e-12,5.62631185466668,6.1899341433617066,4.919237113528907,4.82926008508996
Tars1,0.513756123596765,3.88127913304107e-5,1.25602074899435,5.26099095427404e-9,8.017557551971807,8.530603176759506,0.985602834439474,3.47688365624748e-9,1.86602107477851,1.2184779726264498e-11,8.520772000298347,9.056198246317093,0.857417181012404,5.06503198552596e-8,1.71780286006719,8.086035913039529e-11,8.371896320406039,8.894675964031803,-0.0162741664014229,0.934270279952063,0.592938489948992,2.2224328485848e-4,7.498291489671764,7.8165122344744,0.699447005871705,8.28789874328745e-7,1.90979330025159,9.2390938979536e-12,8.275521748285763,9.087194676803426,7.5404504248463535,7.254331021566326
Grhl2,0.530940435704138,0.250725656872623,1.16979422040158,7.10170980974105e-5,-0.261658795262663,0.500120410011842,0.739372509844048,0.101542768082377,0.382428352626923,0.1442563036071,-0.01800016965328034,-0.335183824010495,0.503262927516042,0.31621219617531,0.341495609281736,0.21770944062628,-0.2914151153890172,-0.38607635779915633,-0.258539829112424,0.752759963198106,0.417261848957268,0.14378194375281,-0.947521876486219,-0.2744446331411994,0.789741015861182,0.082312813452413,0.825415419427324,0.00200989775092801,0.03852383676658765,0.05042893064380901,-0.6592031875607126,-0.640352210175775
Angpt1,0.80236387065088,0.315759068261101,1.93237196935321,3.2215703119326e-4,-1.154691102519034,-0.514384847301965,-0.342143522499559,0.748763496204019,0.646048605143807,0.229673700050281,-2.27474278529411,-1.7547995415459767,1.0711428265803,0.18510706747214,0.890687654137588,0.101390010766154,-0.8677386024042066,-1.6542644966255733,-0.338238156464359,0.828673666176073,0.11666014611734,0.880111082027525,-2.267820247334403,-2.26078953101379,0.532164683266617,0.557994903090443,0.73905632614517,0.161783083087296,-1.27753753089323,-1.7155955518441266,-1.70218307579085,-2.2145558041091964
Zfat,0.839037415950174,1.93320347513731e-6,1.45338973831616,2.38389718375252e-8,4.031395294721197,4.417494081143624,0.436249581508599,0.00273157221064538,1.23952992337716,1.39667328587271e-7,3.6563945172262935,4.121438111794027,0.72185354827084,1.79646343253839e-5,1.35060931541061,8.50645863255919e-8,3.924882551995453,4.217660355926483,-0.0226732119452855,0.932520228243065,0.3115514589456,0.0883807363112452,3.1920151281149165,3.2216812712750866,0.357703004450546,0.013762361153471,1.53627797788156,5.081733433892581e-9,3.616843546754623,4.403979611871167,3.2401901964252766,2.93454578271979
Mtss1,0.772606622497273,6.80371901954087e-5,1.06456516798107,2.62619316609977e-7,4.182147377497497,4.59067088020523,0.434904464335412,0.0124287657179259,1.00544145217071,3.75684054385515e-7,3.8741627627293997,4.440326125992173,0.401279742569304,0.0254514541542057,0.973800760793487,1.06604502435895e-6,3.8173967030730136,4.39743306874615,-0.143706825277763,0.582067039678058,0.0893700364147057,0.607155856145723,3.291717035082107,3.55384413530745,0.380718879873675,0.0305340383378936,1.17525385125971,3.21736064366215e-8,3.8442528334257067,4.5961561136469635,3.4563829935399766,3.4953489551607033
Fbxo32,0.963120380466228,1.22436579053198e-5,1.17009351281864,5.8474826281441e-9,3.0997151154398734,3.9634451669963764,0.194202741227947,0.33730171242638,0.371297432904425,0.00338744925901482,2.3513699460427233,3.07839138348102,0.306101135622239,0.129046994898108,0.414827683128528,0.00187783318623476,2.4579513332168634,3.1099780902647267,0.511864087763386,0.0313889268747914,0.824480736160937,5.55510585904139e-6,2.6417342266290533,3.563259233343097,0.159405785072597,0.449406569582877,0.37554339670742,0.00288978532650205,2.37407168511479,3.0632699185741235,2.18727932582163,2.777315161779683
Atad2,0.225265572350416,0.0761437515456041,1.27052010238259,2.40998419076673e-9,6.3180223333684635,6.607700797037873,0.122543191168445,0.364305509445454,1.32883958345756,6.49787603340412e-10,6.248203699680457,6.5763849687062805,-0.011839449306063,0.947855186028004,0.840001346516848,7.10905151061442e-7,6.0913847630004465,6.066418142318053,0.0431336597575699,0.840311535714405,0.643429467289224,6.82574645925683e-5,6.145512068041486,5.92582151403783,-0.0999881355314697,0.475591049725823,1.05000387609534,1.36364259232365e-8,6.05850186994786,6.282576770911693,6.128392603298663,5.312375163446227
Mtbp,0.796485545771301,6.465407196827341e-9,1.62019510972305,1.98280543556967e-11,6.239742480933214,6.768007942701437,1.12264300925101,1.2835511064101398e-11,1.94954432714024,5.809235311017839e-13,6.596489026860647,7.007025357994353,1.03174664141678,9.22304195626236e-11,1.87648774761815,2.1026561076226e-12,6.4830609395777135,6.920014142392383,0.410263498088209,4.0245681508588e-4,1.08388638686261,4.88750221380643e-8,5.866295372843887,6.172649478481134,0.788615360560055,6.8421799190877704e-9,1.97790459805969,5.70927268461393e-13,6.303054925832987,7.021701683585043,5.48626017426618,5.130148076440127
Xpnpep3,0.647517526102233,2.4245648604622e-4,1.30828786712727,7.903708469727331e-9,4.15684586150943,4.710751614683726,0.0639125908900846,0.738499355722558,0.711276182157103,1.7294376990965e-5,3.611726019103813,4.021162553947113,0.163900815237264,0.369136520208288,0.85021727909049,3.21223943402326e-6,3.6840956606249367,4.1518393167827465,-0.142281708786821,0.558181716703513,0.49818039699236,0.00200615555342143,3.38037614363191,3.8428867499472568,0.452439474300428,0.00692607063485396,1.3669266329528,1.8853098335449403e-9,4.02664744623535,4.664096415782193,3.5494223127140065,3.383879600627773
Twf1,-0.697871854161157,9.31607189651631e-8,-1.0002781646994101,5.826815161351741e-9,4.671759550873003,4.823647067794263,-0.283239778870136,0.00248032125320047,-0.691780742434144,4.89332551378994e-7,5.11500001614582,5.03606302872043,-0.175365966189162,0.0614451865971488,-0.443918795176459,1.5505553338599e-4,5.201163534447053,5.26870120997792,-0.19322826596346,0.087971135613893,-0.613087999746232,1.95615400412997e-5,5.190377952637546,5.15191745225971,-0.242915666831679,0.00910566711714251,-1.14370942438499,4.40989232862288e-10,5.19560945501779,4.570457468240283,5.408914978050526,5.798875350498807
